Chr,Start,End,Strand,ID
Pf3D7_10_v3,291315,291929,+,Pf3D7lncRNA_1183
Pf3D7_10_v3,295897,296351,-,Pf3D7lncRNA_1184
Pf3D7_10_v3,308032,308559,+,Pf3D7lncRNA_1185
Pf3D7_10_v3,309444,311442,+,Pf3D7lncRNA_1186
Pf3D7_10_v3,309778,310165,-,Pf3D7lncRNA_1187
Pf3D7_10_v3,318324,318770,-,Pf3D7lncRNA_1188
Pf3D7_10_v3,327840,329283,-,Pf3D7lncRNA_1189
Pf3D7_10_v3,362623,362933,+,Pf3D7lncRNA_1190
Pf3D7_10_v3,363566,363948,+,Pf3D7lncRNA_1191
Pf3D7_10_v3,368228,369031,+,Pf3D7lncRNA_1192
Pf3D7_10_v3,373744,374528,-,Pf3D7lncRNA_1193
Pf3D7_10_v3,385411,386485,-,Pf3D7lncRNA_1194
Pf3D7_10_v3,391647,392471,+,Pf3D7lncRNA_1195
Pf3D7_10_v3,394039,395909,+,Pf3D7lncRNA_1196
Pf3D7_10_v3,411045,413162,-,Pf3D7lncRNA_1197
Pf3D7_10_v3,419596,420034,+,Pf3D7lncRNA_1198
Pf3D7_10_v3,428689,431043,+,Pf3D7lncRNA_1199
Pf3D7_10_v3,431115,432253,+,Pf3D7lncRNA_1200
Pf3D7_10_v3,442400,443624,+,Pf3D7lncRNA_1201
Pf3D7_10_v3,450530,452780,-,Pf3D7lncRNA_1202
Pf3D7_10_v3,458513,459504,-,Pf3D7lncRNA_1203
Pf3D7_10_v3,474062,474730,+,Pf3D7lncRNA_1204
Pf3D7_10_v3,477514,478142,+,Pf3D7lncRNA_1205
Pf3D7_10_v3,481489,482074,+,Pf3D7lncRNA_1206
Pf3D7_10_v3,482485,484608,+,Pf3D7lncRNA_1207
Pf3D7_10_v3,484955,486860,+,Pf3D7lncRNA_1208
Pf3D7_10_v3,507032,509888,-,Pf3D7lncRNA_1209
Pf3D7_10_v3,523151,524248,-,Pf3D7lncRNA_1210
Pf3D7_10_v3,524367,525363,-,Pf3D7lncRNA_1211
Pf3D7_10_v3,530661,532384,-,Pf3D7lncRNA_1212
Pf3D7_10_v3,539799,540890,-,Pf3D7lncRNA_1213
Pf3D7_10_v3,549968,551376,+,Pf3D7lncRNA_1214
Pf3D7_10_v3,563710,564386,-,Pf3D7lncRNA_1215
Pf3D7_10_v3,590307,592850,+,Pf3D7lncRNA_1216
Pf3D7_10_v3,591826,592318,-,Pf3D7lncRNA_1217
Pf3D7_10_v3,593393,593765,+,Pf3D7lncRNA_1218
Pf3D7_10_v3,609259,609746,+,Pf3D7lncRNA_1219
Pf3D7_10_v3,610072,611050,-,Pf3D7lncRNA_1220
Pf3D7_10_v3,619476,621748,-,Pf3D7lncRNA_1221
Pf3D7_10_v3,634303,636248,-,Pf3D7lncRNA_1222
Pf3D7_10_v3,637175,637589,-,Pf3D7lncRNA_1223
Pf3D7_10_v3,655674,657695,+,Pf3D7lncRNA_1224
Pf3D7_10_v3,660254,662769,+,Pf3D7lncRNA_1225
Pf3D7_10_v3,668340,668662,+,Pf3D7lncRNA_1226
Pf3D7_10_v3,679332,679998,+,Pf3D7lncRNA_1227
Pf3D7_10_v3,683492,684651,+,Pf3D7lncRNA_1228
Pf3D7_10_v3,683607,684356,-,Pf3D7lncRNA_1229
Pf3D7_10_v3,691534,692170,+,Pf3D7lncRNA_1230
Pf3D7_10_v3,697812,699439,+,Pf3D7lncRNA_1231
Pf3D7_10_v3,699935,700275,+,Pf3D7lncRNA_1232
Pf3D7_10_v3,702119,702951,-,Pf3D7lncRNA_1233
Pf3D7_10_v3,716801,717803,-,Pf3D7lncRNA_1234
Pf3D7_10_v3,729186,730947,+,Pf3D7lncRNA_1235
Pf3D7_10_v3,781816,782982,+,Pf3D7lncRNA_1236
Pf3D7_10_v3,804225,804462,+,Pf3D7lncRNA_1237
Pf3D7_10_v3,807968,808318,+,Pf3D7lncRNA_1238
Pf3D7_10_v3,811386,813295,+,Pf3D7lncRNA_1239
Pf3D7_10_v3,834114,834402,-,Pf3D7lncRNA_1240
Pf3D7_10_v3,842002,843649,-,Pf3D7lncRNA_1241
Pf3D7_10_v3,848025,849295,+,Pf3D7lncRNA_1242
Pf3D7_10_v3,860162,860934,+,Pf3D7lncRNA_1243
Pf3D7_10_v3,865955,866897,-,Pf3D7lncRNA_1244
Pf3D7_10_v3,870549,870945,-,Pf3D7lncRNA_1245
Pf3D7_10_v3,896102,897001,+,Pf3D7lncRNA_1246
Pf3D7_10_v3,904085,905743,+,Pf3D7lncRNA_1247
Pf3D7_10_v3,914094,914824,+,Pf3D7lncRNA_1248
Pf3D7_10_v3,914679,916132,-,Pf3D7lncRNA_1249
Pf3D7_10_v3,916436,917228,+,Pf3D7lncRNA_1250
Pf3D7_10_v3,918128,921409,-,Pf3D7lncRNA_1251
Pf3D7_10_v3,926952,928633,+,Pf3D7lncRNA_1252
Pf3D7_10_v3,929889,930782,+,Pf3D7lncRNA_1253
Pf3D7_10_v3,943070,943704,+,Pf3D7lncRNA_1254
Pf3D7_10_v3,960613,962470,+,Pf3D7lncRNA_1255
Pf3D7_10_v3,963089,964382,+,Pf3D7lncRNA_1256
Pf3D7_10_v3,981915,983223,-,Pf3D7lncRNA_1257
Pf3D7_10_v3,1012833,1014447,+,Pf3D7lncRNA_1258
Pf3D7_10_v3,1030754,1033286,-,Pf3D7lncRNA_1259
Pf3D7_10_v3,1050515,1050960,+,Pf3D7lncRNA_1260
Pf3D7_10_v3,1057470,1059158,+,Pf3D7lncRNA_1261
Pf3D7_10_v3,1061289,1061988,+,Pf3D7lncRNA_1262
Pf3D7_10_v3,1079630,1080581,+,Pf3D7lncRNA_1263
Pf3D7_10_v3,1112034,1113317,+,Pf3D7lncRNA_1264
Pf3D7_10_v3,1120918,1121530,-,Pf3D7lncRNA_1265
Pf3D7_10_v3,1136761,1137251,-,Pf3D7lncRNA_1266
Pf3D7_10_v3,1144028,1144932,+,Pf3D7lncRNA_1267
Pf3D7_10_v3,1152310,1153303,+,Pf3D7lncRNA_1268
Pf3D7_10_v3,1156819,1159331,-,Pf3D7lncRNA_1269
Pf3D7_10_v3,1161698,1164436,-,Pf3D7lncRNA_1270
Pf3D7_10_v3,1175693,1176546,+,Pf3D7lncRNA_1271
Pf3D7_10_v3,1178681,1178956,-,Pf3D7lncRNA_1272
Pf3D7_10_v3,1179591,1180080,-,Pf3D7lncRNA_1273
Pf3D7_10_v3,1186356,1186762,+,Pf3D7lncRNA_1274
Pf3D7_10_v3,1203496,1204694,+,Pf3D7lncRNA_1275
Pf3D7_10_v3,1210363,1211783,+,Pf3D7lncRNA_1276
Pf3D7_10_v3,1222659,1223069,-,Pf3D7lncRNA_1277
Pf3D7_10_v3,1229889,1231225,+,Pf3D7lncRNA_1278
Pf3D7_10_v3,1237958,1240352,-,Pf3D7lncRNA_1279
Pf3D7_10_v3,1240705,1242101,+,Pf3D7lncRNA_1280
Pf3D7_10_v3,1248776,1249664,-,Pf3D7lncRNA_1281
Pf3D7_10_v3,1258811,1259442,-,Pf3D7lncRNA_1282
Pf3D7_10_v3,1262330,1262943,-,Pf3D7lncRNA_1283
Pf3D7_10_v3,1268691,1269599,-,Pf3D7lncRNA_1284
Pf3D7_10_v3,1273509,1274813,-,Pf3D7lncRNA_1285
Pf3D7_10_v3,1286689,1287310,+,Pf3D7lncRNA_1286
Pf3D7_10_v3,1290721,1292119,-,Pf3D7lncRNA_1287
Pf3D7_10_v3,1296660,1296899,-,Pf3D7lncRNA_1288
Pf3D7_10_v3,1306040,1306711,+,Pf3D7lncRNA_1289
Pf3D7_10_v3,1312789,1313561,+,Pf3D7lncRNA_1290
Pf3D7_10_v3,1315332,1315830,+,Pf3D7lncRNA_1291
Pf3D7_10_v3,1331708,1333791,+,Pf3D7lncRNA_1292
Pf3D7_10_v3,1332624,1333005,-,Pf3D7lncRNA_1293
Pf3D7_10_v3,1333355,1333799,-,Pf3D7lncRNA_1294
Pf3D7_10_v3,1339870,1341044,-,Pf3D7lncRNA_1295
Pf3D7_10_v3,1355664,1355912,+,Pf3D7lncRNA_1296
Pf3D7_10_v3,1356556,1357050,+,Pf3D7lncRNA_1297
Pf3D7_10_v3,1357433,1359058,+,Pf3D7lncRNA_1298
Pf3D7_10_v3,1361775,1362444,+,Pf3D7lncRNA_1299
Pf3D7_10_v3,1381211,1382611,-,Pf3D7lncRNA_1300
Pf3D7_10_v3,1390374,1390776,-,Pf3D7lncRNA_1301
Pf3D7_10_v3,1392758,1394016,-,Pf3D7lncRNA_1302
Pf3D7_10_v3,1402387,1403656,-,Pf3D7lncRNA_1303
Pf3D7_10_v3,1411053,1412316,-,Pf3D7lncRNA_1304
Pf3D7_10_v3,1416848,1419204,+,Pf3D7lncRNA_1305
Pf3D7_10_v3,1421271,1423228,-,Pf3D7lncRNA_1306
Pf3D7_10_v3,1425748,1426054,-,Pf3D7lncRNA_1307
Pf3D7_10_v3,1442886,1443913,-,Pf3D7lncRNA_1308
Pf3D7_10_v3,1448097,1451679,+,Pf3D7lncRNA_1309
Pf3D7_10_v3,1460510,1460963,+,Pf3D7lncRNA_1310
Pf3D7_10_v3,1480588,1480899,+,Pf3D7lncRNA_1311
Pf3D7_10_v3,1495049,1495521,-,Pf3D7lncRNA_1312
Pf3D7_10_v3,1515938,1516615,+,Pf3D7lncRNA_1313
Pf3D7_10_v3,1549645,1550410,+,Pf3D7lncRNA_1314
Pf3D7_10_v3,1550786,1551792,+,Pf3D7lncRNA_1315
Pf3D7_10_v3,1560559,1561682,-,Pf3D7lncRNA_1316
Pf3D7_10_v3,1564111,1564509,-,Pf3D7lncRNA_1317
Pf3D7_10_v3,1566007,1566985,-,Pf3D7lncRNA_1318
Pf3D7_10_v3,1572059,1572704,-,Pf3D7lncRNA_1319
Pf3D7_10_v3,1577759,1581662,+,Pf3D7lncRNA_1320
Pf3D7_10_v3,1581080,1581762,-,Pf3D7lncRNA_1321
Pf3D7_10_v3,1582778,1586232,+,Pf3D7lncRNA_1322
Pf3D7_10_v3,1636883,1637631,-,Pf3D7lncRNA_1323
Pf3D7_10_v3,1641051,1641798,-,Pf3D7lncRNA_1324
Pf3D7_10_v3,1641559,1643400,+,Pf3D7lncRNA_1325
Pf3D7_10_v3,1642021,1644027,-,Pf3D7lncRNA_1326
Pf3D7_10_v3,1643919,1644502,+,Pf3D7lncRNA_1327
Pf3D7_11_v3,28623,30149,-,Pf3D7lncRNA_1328
Pf3D7_11_v3,30116,33337,+,Pf3D7lncRNA_1329
Pf3D7_11_v3,32163,32536,-,Pf3D7lncRNA_1330
Pf3D7_11_v3,44977,45210,-,Pf3D7lncRNA_1331
Pf3D7_11_v3,64336,65678,-,Pf3D7lncRNA_1332
Pf3D7_11_v3,69995,71524,+,Pf3D7lncRNA_1333
Pf3D7_11_v3,91794,96301,-,Pf3D7lncRNA_1334
Pf3D7_11_v3,99617,100217,+,Pf3D7lncRNA_1335
Pf3D7_11_v3,99645,103530,-,Pf3D7lncRNA_1336
Pf3D7_11_v3,108591,109292,-,Pf3D7lncRNA_1337
Pf3D7_11_v3,108606,109245,+,Pf3D7lncRNA_1338
Pf3D7_11_v3,118552,120227,+,Pf3D7lncRNA_1339
Pf3D7_11_v3,123264,124749,+,Pf3D7lncRNA_1340
Pf3D7_11_v3,126308,126524,-,Pf3D7lncRNA_1341
Pf3D7_11_v3,133646,134814,+,Pf3D7lncRNA_1342
Pf3D7_11_v3,133666,135674,-,Pf3D7lncRNA_1343
Pf3D7_11_v3,141970,142486,+,Pf3D7lncRNA_1344
Pf3D7_11_v3,142333,143164,-,Pf3D7lncRNA_1345
Pf3D7_11_v3,156002,158603,-,Pf3D7lncRNA_1346
Pf3D7_11_v3,159597,162962,-,Pf3D7lncRNA_1347
Pf3D7_11_v3,181656,182456,+,Pf3D7lncRNA_1348
Pf3D7_11_v3,190515,191451,+,Pf3D7lncRNA_1349
Pf3D7_11_v3,199833,201326,+,Pf3D7lncRNA_1350
Pf3D7_11_v3,210163,211112,-,Pf3D7lncRNA_1351
Pf3D7_11_v3,222941,224997,+,Pf3D7lncRNA_1352
Pf3D7_11_v3,223211,224976,-,Pf3D7lncRNA_1353
Pf3D7_11_v3,230106,230734,+,Pf3D7lncRNA_1354
Pf3D7_11_v3,234602,235756,+,Pf3D7lncRNA_1355
Pf3D7_11_v3,237734,238588,+,Pf3D7lncRNA_1356
Pf3D7_11_v3,238332,239155,-,Pf3D7lncRNA_1357
Pf3D7_11_v3,245253,246390,-,Pf3D7lncRNA_1358
Pf3D7_11_v3,247931,250228,-,Pf3D7lncRNA_1359
Pf3D7_11_v3,290409,290847,-,Pf3D7lncRNA_1360
Pf3D7_11_v3,296272,297141,-,Pf3D7lncRNA_1361
Pf3D7_11_v3,314003,315250,-,Pf3D7lncRNA_1362
Pf3D7_11_v3,316422,316656,+,Pf3D7lncRNA_1363
Pf3D7_11_v3,319757,321137,+,Pf3D7lncRNA_1364
Pf3D7_11_v3,338904,344178,+,Pf3D7lncRNA_1365
Pf3D7_11_v3,354158,354902,-,Pf3D7lncRNA_1366
Pf3D7_11_v3,366331,367010,-,Pf3D7lncRNA_1367
Pf3D7_11_v3,371853,373000,+,Pf3D7lncRNA_1368
Pf3D7_11_v3,375975,376753,+,Pf3D7lncRNA_1369
Pf3D7_11_v3,380377,381882,-,Pf3D7lncRNA_1370
Pf3D7_11_v3,394807,396352,-,Pf3D7lncRNA_1371
Pf3D7_11_v3,402682,403635,-,Pf3D7lncRNA_1372
Pf3D7_11_v3,403862,404344,-,Pf3D7lncRNA_1373
Pf3D7_11_v3,420190,421281,-,Pf3D7lncRNA_1374
Pf3D7_11_v3,434924,435326,-,Pf3D7lncRNA_1375
Pf3D7_11_v3,442585,443519,+,Pf3D7lncRNA_1376
Pf3D7_11_v3,458064,459197,-,Pf3D7lncRNA_1377
Pf3D7_11_v3,476444,477135,-,Pf3D7lncRNA_1378
Pf3D7_11_v3,483640,484420,-,Pf3D7lncRNA_1379
Pf3D7_11_v3,517697,518537,-,Pf3D7lncRNA_1380
Pf3D7_11_v3,531422,532119,+,Pf3D7lncRNA_1381
Pf3D7_11_v3,534160,535017,+,Pf3D7lncRNA_1382
Pf3D7_11_v3,546251,547190,+,Pf3D7lncRNA_1383
Pf3D7_11_v3,578478,580343,-,Pf3D7lncRNA_1384
Pf3D7_11_v3,591171,592288,+,Pf3D7lncRNA_1385
Pf3D7_11_v3,594991,596682,+,Pf3D7lncRNA_1386
Pf3D7_11_v3,598794,599269,+,Pf3D7lncRNA_1387
Pf3D7_11_v3,600043,602403,-,Pf3D7lncRNA_1388
Pf3D7_11_v3,607521,607803,+,Pf3D7lncRNA_1389
Pf3D7_11_v3,614298,617474,+,Pf3D7lncRNA_1390
Pf3D7_11_v3,623334,625245,-,Pf3D7lncRNA_1391
Pf3D7_11_v3,634006,637283,+,Pf3D7lncRNA_1392
Pf3D7_11_v3,641404,643340,+,Pf3D7lncRNA_1393
Pf3D7_11_v3,659792,660872,-,Pf3D7lncRNA_1394
Pf3D7_11_v3,672077,672282,+,Pf3D7lncRNA_1395
Pf3D7_11_v3,673059,673767,+,Pf3D7lncRNA_1396
Pf3D7_11_v3,709224,709981,+,Pf3D7lncRNA_1397
Pf3D7_11_v3,713693,714178,+,Pf3D7lncRNA_1398
Pf3D7_11_v3,733394,735652,-,Pf3D7lncRNA_1399
Pf3D7_11_v3,742242,742499,-,Pf3D7lncRNA_1400
Pf3D7_11_v3,755086,755415,-,Pf3D7lncRNA_1401
Pf3D7_11_v3,760572,760976,-,Pf3D7lncRNA_1402
Pf3D7_11_v3,762177,762804,-,Pf3D7lncRNA_1403
Pf3D7_11_v3,762964,764350,-,Pf3D7lncRNA_1404
Pf3D7_11_v3,783123,783630,+,Pf3D7lncRNA_1405
Pf3D7_11_v3,789903,790967,-,Pf3D7lncRNA_1406
Pf3D7_11_v3,814727,816647,+,Pf3D7lncRNA_1407
Pf3D7_11_v3,818320,818733,+,Pf3D7lncRNA_1408
Pf3D7_11_v3,818753,819435,-,Pf3D7lncRNA_1409
Pf3D7_11_v3,904202,904684,+,Pf3D7lncRNA_1410
Pf3D7_11_v3,916642,917024,-,Pf3D7lncRNA_1411
Pf3D7_11_v3,919205,921396,-,Pf3D7lncRNA_1412
Pf3D7_11_v3,923764,924929,-,Pf3D7lncRNA_1413
Pf3D7_11_v3,933689,935146,-,Pf3D7lncRNA_1414
Pf3D7_11_v3,938390,939282,-,Pf3D7lncRNA_1415
Pf3D7_11_v3,943866,944575,-,Pf3D7lncRNA_1416
Pf3D7_11_v3,945572,946687,-,Pf3D7lncRNA_1417
Pf3D7_11_v3,973736,975069,+,Pf3D7lncRNA_1418
Pf3D7_11_v3,976439,976662,+,Pf3D7lncRNA_1419
Pf3D7_11_v3,990391,990619,+,Pf3D7lncRNA_1420
Pf3D7_11_v3,1003239,1003546,+,Pf3D7lncRNA_1421
Pf3D7_11_v3,1007031,1008073,+,Pf3D7lncRNA_1422
Pf3D7_11_v3,1018067,1018887,+,Pf3D7lncRNA_1423
Pf3D7_11_v3,1028017,1030035,-,Pf3D7lncRNA_1424
Pf3D7_11_v3,1030776,1031881,-,Pf3D7lncRNA_1425
Pf3D7_11_v3,1047781,1048108,+,Pf3D7lncRNA_1426
Pf3D7_11_v3,1055045,1055512,+,Pf3D7lncRNA_1427
Pf3D7_11_v3,1056178,1056496,+,Pf3D7lncRNA_1428
Pf3D7_11_v3,1058681,1059069,+,Pf3D7lncRNA_1429
Pf3D7_11_v3,1059807,1061001,+,Pf3D7lncRNA_1430
Pf3D7_11_v3,1065632,1066790,-,Pf3D7lncRNA_1431
Pf3D7_11_v3,1069646,1070686,-,Pf3D7lncRNA_1432
Pf3D7_11_v3,1075543,1075920,+,Pf3D7lncRNA_1433
Pf3D7_11_v3,1082511,1083596,+,Pf3D7lncRNA_1434
Pf3D7_11_v3,1115050,1116481,-,Pf3D7lncRNA_1435
Pf3D7_11_v3,1119892,1121056,-,Pf3D7lncRNA_1436
Pf3D7_11_v3,1123435,1124145,-,Pf3D7lncRNA_1437
Pf3D7_11_v3,1125512,1127687,-,Pf3D7lncRNA_1438
Pf3D7_11_v3,1142707,1143640,-,Pf3D7lncRNA_1439
Pf3D7_11_v3,1157688,1158723,-,Pf3D7lncRNA_1440
Pf3D7_11_v3,1166564,1167012,-,Pf3D7lncRNA_1441
Pf3D7_11_v3,1167514,1168082,-,Pf3D7lncRNA_1442
Pf3D7_11_v3,1169450,1170882,-,Pf3D7lncRNA_1443
Pf3D7_11_v3,1174452,1175725,-,Pf3D7lncRNA_1444
Pf3D7_11_v3,1186782,1189481,-,Pf3D7lncRNA_1445
Pf3D7_11_v3,1195503,1196524,+,Pf3D7lncRNA_1446
Pf3D7_11_v3,1210455,1211546,+,Pf3D7lncRNA_1447
Pf3D7_11_v3,1225033,1225456,+,Pf3D7lncRNA_1448
Pf3D7_11_v3,1233591,1234411,+,Pf3D7lncRNA_1449
Pf3D7_11_v3,1237878,1238666,-,Pf3D7lncRNA_1450
Pf3D7_11_v3,1251094,1251670,+,Pf3D7lncRNA_1451
Pf3D7_11_v3,1251305,1252484,-,Pf3D7lncRNA_1452
Pf3D7_11_v3,1254494,1256145,+,Pf3D7lncRNA_1453
Pf3D7_11_v3,1258873,1261578,+,Pf3D7lncRNA_1454
Pf3D7_11_v3,1270725,1273162,-,Pf3D7lncRNA_1455
Pf3D7_11_v3,1274517,1276547,-,Pf3D7lncRNA_1456
Pf3D7_11_v3,1294871,1296313,-,Pf3D7lncRNA_1457
Pf3D7_11_v3,1306751,1308119,-,Pf3D7lncRNA_1458
Pf3D7_11_v3,1311863,1312267,-,Pf3D7lncRNA_1459
Pf3D7_11_v3,1317461,1318327,-,Pf3D7lncRNA_1460
Pf3D7_11_v3,1323853,1324735,+,Pf3D7lncRNA_1461
Pf3D7_11_v3,1342387,1343060,+,Pf3D7lncRNA_1462
Pf3D7_11_v3,1357644,1358414,+,Pf3D7lncRNA_1463
Pf3D7_11_v3,1359022,1359408,+,Pf3D7lncRNA_1464
Pf3D7_11_v3,1365235,1366532,-,Pf3D7lncRNA_1465
Pf3D7_11_v3,1365297,1366312,+,Pf3D7lncRNA_1466
Pf3D7_11_v3,1378701,1379026,+,Pf3D7lncRNA_1467
Pf3D7_11_v3,1383082,1384390,+,Pf3D7lncRNA_1468
Pf3D7_11_v3,1386092,1386517,+,Pf3D7lncRNA_1469
Pf3D7_11_v3,1415845,1416434,-,Pf3D7lncRNA_1470
Pf3D7_11_v3,1420813,1421978,+,Pf3D7lncRNA_1471
Pf3D7_11_v3,1430793,1431401,+,Pf3D7lncRNA_1472
Pf3D7_11_v3,1437971,1438275,+,Pf3D7lncRNA_1473
Pf3D7_11_v3,1439553,1440132,-,Pf3D7lncRNA_1474
Pf3D7_11_v3,1439741,1441346,+,Pf3D7lncRNA_1475
Pf3D7_11_v3,1452789,1454518,+,Pf3D7lncRNA_1476
Pf3D7_11_v3,1453971,1454267,-,Pf3D7lncRNA_1477
Pf3D7_11_v3,1455610,1455928,-,Pf3D7lncRNA_1478
Pf3D7_11_v3,1460020,1460888,-,Pf3D7lncRNA_1479
Pf3D7_11_v3,1460020,1461485,-,Pf3D7lncRNA_1480
Pf3D7_11_v3,1466088,1467262,+,Pf3D7lncRNA_1481
Pf3D7_11_v3,1469339,1470273,+,Pf3D7lncRNA_1482
Pf3D7_11_v3,1476014,1476825,+,Pf3D7lncRNA_1483
Pf3D7_11_v3,1481737,1482423,+,Pf3D7lncRNA_1484
Pf3D7_11_v3,1501256,1501626,+,Pf3D7lncRNA_1485
Pf3D7_11_v3,1514772,1515581,+,Pf3D7lncRNA_1486
Pf3D7_11_v3,1524806,1526272,+,Pf3D7lncRNA_1487
Pf3D7_11_v3,1540383,1544163,+,Pf3D7lncRNA_1488
Pf3D7_11_v3,1540725,1542827,-,Pf3D7lncRNA_1489
Pf3D7_11_v3,1544004,1544277,-,Pf3D7lncRNA_1490
Pf3D7_11_v3,1555806,1556373,+,Pf3D7lncRNA_1491
Pf3D7_11_v3,1565927,1566482,+,Pf3D7lncRNA_1492
Pf3D7_11_v3,1568849,1572588,+,Pf3D7lncRNA_1493
Pf3D7_11_v3,1573480,1574199,+,Pf3D7lncRNA_1494
Pf3D7_11_v3,1575047,1575365,+,Pf3D7lncRNA_1495
Pf3D7_11_v3,1576823,1577503,+,Pf3D7lncRNA_1496
Pf3D7_11_v3,1585261,1585955,+,Pf3D7lncRNA_1497
Pf3D7_11_v3,1600340,1600825,+,Pf3D7lncRNA_1498
Pf3D7_11_v3,1603421,1604456,+,Pf3D7lncRNA_1499
Pf3D7_11_v3,1608476,1608763,-,Pf3D7lncRNA_1500
Pf3D7_11_v3,1618088,1619652,+,Pf3D7lncRNA_1501
Pf3D7_11_v3,1705554,1706626,+,Pf3D7lncRNA_1502
Pf3D7_11_v3,1707209,1707964,+,Pf3D7lncRNA_1503
Pf3D7_11_v3,1709927,1710848,+,Pf3D7lncRNA_1504
Pf3D7_11_v3,1728609,1729014,-,Pf3D7lncRNA_1505
Pf3D7_11_v3,1744984,1746668,-,Pf3D7lncRNA_1506
Pf3D7_11_v3,1751486,1754115,+,Pf3D7lncRNA_1507
Pf3D7_11_v3,1760653,1761932,+,Pf3D7lncRNA_1508
Pf3D7_11_v3,1767718,1770214,-,Pf3D7lncRNA_1509
Pf3D7_11_v3,1779497,1780725,+,Pf3D7lncRNA_1510
Pf3D7_11_v3,1787598,1790114,+,Pf3D7lncRNA_1511
Pf3D7_11_v3,1798171,1800433,+,Pf3D7lncRNA_1512
Pf3D7_11_v3,1804584,1805437,+,Pf3D7lncRNA_1513
Pf3D7_11_v3,1805901,1806905,-,Pf3D7lncRNA_1514
Pf3D7_11_v3,1830591,1831695,-,Pf3D7lncRNA_1515
Pf3D7_11_v3,1853290,1855621,+,Pf3D7lncRNA_1516
Pf3D7_11_v3,1869745,1871076,+,Pf3D7lncRNA_1517
Pf3D7_11_v3,1880862,1883038,-,Pf3D7lncRNA_1518
Pf3D7_11_v3,1908711,1910124,+,Pf3D7lncRNA_1519
Pf3D7_11_v3,1913986,1915015,+,Pf3D7lncRNA_1520
Pf3D7_11_v3,1914942,1915709,-,Pf3D7lncRNA_1521
Pf3D7_11_v3,1916125,1918556,+,Pf3D7lncRNA_1522
Pf3D7_11_v3,1918710,1925126,+,Pf3D7lncRNA_1523
Pf3D7_11_v3,1922656,1923111,-,Pf3D7lncRNA_1524
Pf3D7_11_v3,1923091,1925126,+,Pf3D7lncRNA_1525
Pf3D7_11_v3,1931659,1933002,-,Pf3D7lncRNA_1526
Pf3D7_11_v3,1937648,1940658,+,Pf3D7lncRNA_1527
Pf3D7_11_v3,1942531,1943351,-,Pf3D7lncRNA_1528
Pf3D7_11_v3,1968837,1970374,-,Pf3D7lncRNA_1529
Pf3D7_11_v3,1970845,1972018,-,Pf3D7lncRNA_1530
Pf3D7_11_v3,1974098,1974926,-,Pf3D7lncRNA_1531
Pf3D7_11_v3,1975140,1975375,-,Pf3D7lncRNA_1532
Pf3D7_11_v3,1980266,1980786,-,Pf3D7lncRNA_1533
Pf3D7_11_v3,1981546,1982307,-,Pf3D7lncRNA_1534
Pf3D7_11_v3,1983434,1984422,-,Pf3D7lncRNA_1535
Pf3D7_11_v3,1989518,1990812,-,Pf3D7lncRNA_1536
Pf3D7_11_v3,2005197,2005841,-,Pf3D7lncRNA_1537
Pf3D7_12_v3,22074,22616,-,Pf3D7lncRNA_1538
Pf3D7_12_v3,22560,24941,+,Pf3D7lncRNA_1539
Pf3D7_12_v3,24649,25196,-,Pf3D7lncRNA_1540
Pf3D7_12_v3,25119,27957,+,Pf3D7lncRNA_1541
Pf3D7_12_v3,29227,29878,+,Pf3D7lncRNA_1542
Pf3D7_12_v3,40081,40564,-,Pf3D7lncRNA_1543
Pf3D7_12_v3,40467,42292,+,Pf3D7lncRNA_1544
Pf3D7_12_v3,41320,42727,-,Pf3D7lncRNA_1545
Pf3D7_12_v3,43133,43365,+,Pf3D7lncRNA_1546
Pf3D7_12_v3,46343,46928,+,Pf3D7lncRNA_1547
Pf3D7_12_v3,48314,50186,+,Pf3D7lncRNA_1548
Pf3D7_12_v3,61056,62398,+,Pf3D7lncRNA_1549
Pf3D7_12_v3,65052,65554,+,Pf3D7lncRNA_1550
Pf3D7_12_v3,72395,73870,+,Pf3D7lncRNA_1551
Pf3D7_12_v3,76001,76500,+,Pf3D7lncRNA_1552
Pf3D7_12_v3,80563,81288,+,Pf3D7lncRNA_1553
Pf3D7_12_v3,81649,81958,+,Pf3D7lncRNA_1554
Pf3D7_12_v3,85691,86650,+,Pf3D7lncRNA_1555
Pf3D7_12_v3,87737,88346,+,Pf3D7lncRNA_1556
Pf3D7_12_v3,91140,91592,-,Pf3D7lncRNA_1557
Pf3D7_12_v3,99823,101157,-,Pf3D7lncRNA_1558
Pf3D7_12_v3,102715,103450,+,Pf3D7lncRNA_1559
Pf3D7_12_v3,108673,108977,+,Pf3D7lncRNA_1560
Pf3D7_12_v3,109069,110460,+,Pf3D7lncRNA_1561
Pf3D7_12_v3,143580,144641,+,Pf3D7lncRNA_1562
Pf3D7_12_v3,156001,156526,+,Pf3D7lncRNA_1563
Pf3D7_12_v3,157051,157959,-,Pf3D7lncRNA_1564
Pf3D7_12_v3,164813,166927,+,Pf3D7lncRNA_1565
Pf3D7_12_v3,165567,166548,-,Pf3D7lncRNA_1566
Pf3D7_12_v3,184801,185055,-,Pf3D7lncRNA_1567
Pf3D7_12_v3,190846,193104,-,Pf3D7lncRNA_1568
Pf3D7_12_v3,190863,191302,+,Pf3D7lncRNA_1569
Pf3D7_12_v3,191518,192158,+,Pf3D7lncRNA_1570
