lnc_id,lnc_chr,lnc_start,lnc_end,lnc_strand,gene_id,gene_name,gene_chr,gene_start,gene_end,gene_strand,orientation
bowtie_circ_003562,Pf3D7_08_v3,799030,799691,+,PF3D7_0817500,NA,Pf3D7_08_v3,798777,800205,+,sense
bowtie_circ_003477,Pf3D7_08_v3,799030,799938,+,PF3D7_0817500,NA,Pf3D7_08_v3,798777,800205,+,sense
bowtie_circ_002325,Pf3D7_08_v3,799408,799938,+,PF3D7_0817500,NA,Pf3D7_08_v3,798777,800205,+,sense
bowtie_circ_004482,Pf3D7_08_v3,803441,803567,+,PF3D7_0817600,NA,Pf3D7_08_v3,800920,804034,-,antisense
bowtie_circ_001425,Pf3D7_08_v3,810246,811320,-,PF3D7_0817700,NA,Pf3D7_08_v3,805797,813465,-,sense
bowtie_circ_004095,Pf3D7_08_v3,810564,811320,-,PF3D7_0817700,NA,Pf3D7_08_v3,805797,813465,-,sense
bowtie_circ_004210,Pf3D7_08_v3,811462,812303,-,PF3D7_0817700,NA,Pf3D7_08_v3,805797,813465,-,sense
bowtie_circ_000410,Pf3D7_08_v3,830385,831202,+,PF3D7_0818200,NA,Pf3D7_08_v3,830006,831454,+,sense
bowtie_circ_000194,Pf3D7_08_v3,860744,860990,+,PF3D7_0818900,NA,Pf3D7_08_v3,860384,862417,+,sense
bowtie_circ_001415,Pf3D7_08_v3,860990,861107,+,PF3D7_0818900,NA,Pf3D7_08_v3,860384,862417,+,sense
bowtie_circ_004075,Pf3D7_08_v3,860990,861221,+,PF3D7_0818900,NA,Pf3D7_08_v3,860384,862417,+,sense
bowtie_circ_001219,Pf3D7_08_v3,861026,861130,+,PF3D7_0818900,NA,Pf3D7_08_v3,860384,862417,+,sense
bowtie_circ_005654,Pf3D7_08_v3,861026,861170,+,PF3D7_0818900,NA,Pf3D7_08_v3,860384,862417,+,sense
bowtie_circ_000295,Pf3D7_08_v3,861149,861290,+,PF3D7_0818900,NA,Pf3D7_08_v3,860384,862417,+,sense
bowtie_circ_002176,Pf3D7_08_v3,861149,861379,+,PF3D7_0818900,NA,Pf3D7_08_v3,860384,862417,+,sense
bowtie_circ_001917,Pf3D7_08_v3,861170,861290,+,PF3D7_0818900,NA,Pf3D7_08_v3,860384,862417,+,sense
Pf3D7lncRNA_0869,Pf3D7_08_v3,891670,893320,+,PF3D7_0819800,NA,Pf3D7_08_v3,891658,898502,-,antisense
Pf3D7lncRNA_0870,Pf3D7_08_v3,895932,897037,+,PF3D7_0819800,NA,Pf3D7_08_v3,891658,898502,-,antisense
Pf3D7lncRNA_0878,Pf3D7_08_v3,933043,934154,-,PF3D7_0820700,NA,Pf3D7_08_v3,932321,935626,+,antisense
Pf3D7lncRNA_0879,Pf3D7_08_v3,939597,940766,+,PF3D7_0820900,NA,Pf3D7_08_v3,939583,944645,-,antisense
Pf3D7lncRNA_0882,Pf3D7_08_v3,949390,950605,-,PF3D7_0821000,NA,Pf3D7_08_v3,948745,950899,+,antisense
bowtie_circ_002051,Pf3D7_08_v3,950273,950609,+,PF3D7_0821000,NA,Pf3D7_08_v3,948745,950899,+,sense
bowtie_circ_003018,Pf3D7_08_v3,953533,953655,+,PF3D7_0821100,NA,Pf3D7_08_v3,953448,956314,+,sense
Pf3D7lncRNA_0888,Pf3D7_08_v3,977887,978146,+,PF3D7_0821900,NA,Pf3D7_08_v3,977432,978188,-,antisense
bowtie_circ_004935,Pf3D7_08_v3,997807,997928,+,PF3D7_0822600,NA,Pf3D7_08_v3,997055,999529,+,sense
bowtie_circ_000982,Pf3D7_08_v3,1018555,1018693,-,PF3D7_0823100,NA,Pf3D7_08_v3,1018089,1019268,-,sense
bowtie_circ_001001,Pf3D7_08_v3,1032219,1032634,+,PF3D7_0823300,NA,Pf3D7_08_v3,1028752,1033514,+,sense
bowtie_circ_003187,Pf3D7_08_v3,1120336,1120444,-,PF3D7_0826100,NA,Pf3D7_08_v3,1113369,1139144,-,sense
bowtie_circ_003108,Pf3D7_08_v3,1160829,1160964,+,PF3D7_0826700,NA,Pf3D7_08_v3,1160164,1161708,-,antisense
bowtie_circ_004635,Pf3D7_08_v3,1161061,1161578,-,PF3D7_0826700,NA,Pf3D7_08_v3,1160164,1161708,-,sense
bowtie_circ_002699,Pf3D7_08_v3,1161578,1161708,-,PF3D7_0826700,NA,Pf3D7_08_v3,1160164,1161708,-,sense
Pf3D7lncRNA_0911,Pf3D7_08_v3,1204580,1204976,-,PF3D7_0827800,NA,Pf3D7_08_v3,1198858,1206057,+,antisense
bowtie_circ_005343,Pf3D7_08_v3,1207128,1207236,-,PF3D7_0827900,NA,Pf3D7_08_v3,1206788,1208394,-,sense
bowtie_circ_001892,Pf3D7_08_v3,1252862,1253625,+,PF3D7_0829100,NA,Pf3D7_08_v3,1252349,1253796,+,sense
Pf3D7lncRNA_0917,Pf3D7_08_v3,1255010,1255362,-,PF3D7_0829200,NA,Pf3D7_08_v3,1254558,1255376,+,antisense
bowtie_circ_001543,Pf3D7_08_v3,1256679,1257016,+,PF3D7_0829300,NA,Pf3D7_08_v3,1256555,1257133,+,sense
TCONS_00003803,Pf3D7_08_v3,1275833,1276889,-,PF3D7_0829900,NA,Pf3D7_08_v3,1275625,1278795,+,antisense
Pf3D7lncRNA_0923,Pf3D7_08_v3,1277277,1277672,-,PF3D7_0829900,NA,Pf3D7_08_v3,1275625,1278795,+,antisense
bowtie_circ_004285,Pf3D7_08_v3,1294558,1294699,+,PF3D7_0830400,NA,Pf3D7_08_v3,1294022,1294722,+,sense
bowtie_circ_000437,Pf3D7_08_v3,1304355,1304457,+,PF3D7_0830600,NA,Pf3D7_08_v3,1303323,1304813,+,sense
bowtie_circ_004207,Pf3D7_08_v3,1354099,1354276,-,PF3D7_0831500,NA,Pf3D7_08_v3,1353456,1354669,+,antisense
bowtie_circ_000704,Pf3D7_08_v3,1367296,1367407,-,PF3D7_0831700,NA,Pf3D7_08_v3,1365467,1367506,-,sense
TCONS_00002052,Pf3D7_08_v3,1421132,1421836,+,PF3D7_0833100,NA,Pf3D7_08_v3,1420818,1422077,-,antisense
Pf3D7lncRNA_0946,Pf3D7_08_v3,1437420,1438025,+,PF3D7_0833500,NA,Pf3D7_08_v3,1435794,1443449,-,antisense
TCONS_00003537,Pf3D7_08_v3,1437866,1438823,+,PF3D7_0833500,NA,Pf3D7_08_v3,1435794,1443449,-,antisense
TCONS_00004143,Pf3D7_09_v3,24216,25711,-,PF3D7_0900100,NA,Pf3D7_09_v3,20080,27885,+,antisense
Pf3D7lncRNA_0947,Pf3D7_09_v3,25525,26046,-,PF3D7_0900100,NA,Pf3D7_09_v3,20080,27885,+,antisense
bowtie_circ_005324,Pf3D7_09_v3,98410,98686,-,PF3D7_0902200,NA,Pf3D7_09_v3,98175,100339,-,sense
TCONS_00003841,Pf3D7_09_v3,113598,114822,+,PF3D7_0902600,NA,Pf3D7_09_v3,113409,115549,-,antisense
bowtie_circ_003550,Pf3D7_09_v3,130441,130654,+,PF3D7_0903100,NA,Pf3D7_09_v3,130140,130937,-,antisense
bowtie_circ_002610,Pf3D7_09_v3,133929,134764,-,PF3D7_0903200,NA,Pf3D7_09_v3,133762,135587,-,sense
bowtie_circ_000707,Pf3D7_09_v3,152908,153085,-,PF3D7_0903400,NA,Pf3D7_09_v3,151700,159541,-,sense
bowtie_circ_002313,Pf3D7_09_v3,153369,153573,-,PF3D7_0903400,NA,Pf3D7_09_v3,151700,159541,-,sense
bowtie_circ_004995,Pf3D7_09_v3,154185,154335,+,PF3D7_0903400,NA,Pf3D7_09_v3,151700,159541,-,antisense
bowtie_circ_003737,Pf3D7_09_v3,155965,156090,-,PF3D7_0903400,NA,Pf3D7_09_v3,151700,159541,-,sense
bowtie_circ_001428,Pf3D7_09_v3,157500,157618,-,PF3D7_0903400,NA,Pf3D7_09_v3,151700,159541,-,sense
bowtie_circ_005168,Pf3D7_09_v3,170917,172720,+,PF3D7_0903600,NA,Pf3D7_09_v3,168493,172887,+,sense
bowtie_circ_003399,Pf3D7_09_v3,172099,172720,+,PF3D7_0903600,NA,Pf3D7_09_v3,168493,172887,+,sense
bowtie_circ_004497,Pf3D7_09_v3,186129,186266,+,PF3D7_0903900,NA,Pf3D7_09_v3,185821,186383,+,sense
Pf3D7lncRNA_0985,Pf3D7_09_v3,236537,237626,+,PF3D7_0905100,NA,Pf3D7_09_v3,236359,242969,-,antisense
bowtie_circ_003174,Pf3D7_09_v3,241051,241159,-,PF3D7_0905100,NA,Pf3D7_09_v3,236359,242969,-,sense
bowtie_circ_004545,Pf3D7_09_v3,241726,241930,+,PF3D7_0905100,NA,Pf3D7_09_v3,236359,242969,-,antisense
bowtie_circ_001924,Pf3D7_09_v3,241930,242134,+,PF3D7_0905100,NA,Pf3D7_09_v3,236359,242969,-,antisense
bowtie_circ_000580,Pf3D7_09_v3,270825,271121,+,PF3D7_0905400,NA,Pf3D7_09_v3,270740,274789,-,antisense
bowtie_circ_000784,Pf3D7_09_v3,270975,271110,-,PF3D7_0905400,NA,Pf3D7_09_v3,270740,274789,-,sense
bowtie_circ_002698,Pf3D7_09_v3,270975,271117,-,PF3D7_0905400,NA,Pf3D7_09_v3,270740,274789,-,sense
bowtie_circ_005246,Pf3D7_09_v3,271215,271342,+,PF3D7_0905400,NA,Pf3D7_09_v3,270740,274789,-,antisense
bowtie_circ_003915,Pf3D7_09_v3,272534,274006,-,PF3D7_0905400,NA,Pf3D7_09_v3,270740,274789,-,sense
bowtie_circ_001204,Pf3D7_09_v3,305257,306028,+,PF3D7_0906100,NA,Pf3D7_09_v3,305070,306626,+,sense
bowtie_circ_000262,Pf3D7_09_v3,322819,322928,-,PF3D7_0906600,NA,Pf3D7_09_v3,320811,323342,-,sense
Pf3D7lncRNA_0994,Pf3D7_09_v3,332279,333070,+,PF3D7_0906800,NA,Pf3D7_09_v3,332255,334597,-,antisense
bowtie_circ_003835,Pf3D7_09_v3,353366,353480,-,PF3D7_0907400,NA,Pf3D7_09_v3,351955,354723,-,sense
bowtie_circ_005289,Pf3D7_09_v3,374890,375007,-,PF3D7_0908100,NA,Pf3D7_09_v3,373762,375586,-,sense
Pf3D7lncRNA_1002,Pf3D7_09_v3,384361,385410,+,PF3D7_0908300,NA,Pf3D7_09_v3,383650,385716,-,antisense
bowtie_circ_004382,Pf3D7_09_v3,421099,421330,-,PF3D7_0909300,NA,Pf3D7_09_v3,420485,421682,-,sense
bowtie_circ_000694,Pf3D7_09_v3,425650,425809,+,PF3D7_0909400,NA,Pf3D7_09_v3,424171,428106,+,sense
bowtie_circ_004560,Pf3D7_09_v3,447994,448213,+,PF3D7_0909900,NA,Pf3D7_09_v3,447928,452049,+,sense
bowtie_circ_005309,Pf3D7_09_v3,457294,457418,-,PF3D7_0910100,NA,Pf3D7_09_v3,456959,461318,-,sense
bowtie_circ_004129,Pf3D7_09_v3,472954,473227,-,PF3D7_0910200,NA,Pf3D7_09_v3,464559,473768,+,antisense
bowtie_circ_000987,Pf3D7_09_v3,473244,473363,+,PF3D7_0910200,NA,Pf3D7_09_v3,464559,473768,+,sense
Pf3D7lncRNA_1017,Pf3D7_09_v3,520220,520961,-,PF3D7_0911300,NA,Pf3D7_09_v3,511467,521529,+,antisense
TCONS_00004280,Pf3D7_09_v3,599574,600556,-,PF3D7_0914000,NA,Pf3D7_09_v3,597694,600561,+,antisense
bowtie_circ_000329,Pf3D7_09_v3,608877,609452,-,PF3D7_0914200,NA,Pf3D7_09_v3,608361,610075,-,sense
Pf3D7lncRNA_1033,Pf3D7_09_v3,640272,640483,+,PF3D7_0915000,NA,Pf3D7_09_v3,639658,641259,-,antisense
bowtie_circ_001162,Pf3D7_09_v3,645755,645905,+,PF3D7_0915200,NA,Pf3D7_09_v3,645632,646600,+,sense
bowtie_circ_002158,Pf3D7_09_v3,651009,651255,-,PF3D7_0915400,NA,Pf3D7_09_v3,650585,654841,-,sense
bowtie_circ_001128,Pf3D7_09_v3,652959,653100,-,PF3D7_0915400,NA,Pf3D7_09_v3,650585,654841,-,sense
bowtie_circ_002421,Pf3D7_09_v3,653583,653694,-,PF3D7_0915400,NA,Pf3D7_09_v3,650585,654841,-,sense
bowtie_circ_003748,Pf3D7_09_v3,654000,654111,-,PF3D7_0915400,NA,Pf3D7_09_v3,650585,654841,-,sense
Pf3D7lncRNA_1038,Pf3D7_09_v3,674318,675146,-,PF3D7_0916100,NA,Pf3D7_09_v3,674068,675157,+,antisense
Pf3D7lncRNA_1040,Pf3D7_09_v3,689967,690564,-,PF3D7_0916400,NA,Pf3D7_09_v3,683562,691121,+,antisense
bowtie_circ_000986,Pf3D7_09_v3,709809,709911,+,PF3D7_0917000,NA,Pf3D7_09_v3,706592,712072,-,antisense
bowtie_circ_005320,Pf3D7_09_v3,738684,738795,+,PF3D7_0917900,NA,Pf3D7_09_v3,737985,740276,+,sense
bowtie_circ_000020,Pf3D7_09_v3,739728,739896,+,PF3D7_0917900,NA,Pf3D7_09_v3,737985,740276,+,sense
bowtie_circ_004166,Pf3D7_09_v3,739780,739896,+,PF3D7_0917900,NA,Pf3D7_09_v3,737985,740276,+,sense
bowtie_circ_002079,Pf3D7_09_v3,747354,748188,+,PF3D7_0918100,NA,Pf3D7_09_v3,747173,748490,+,sense
Pf3D7lncRNA_1062,Pf3D7_09_v3,832123,832641,-,PF3D7_0920300,NA,Pf3D7_09_v3,831669,832648,+,antisense
Pf3D7lncRNA_1064,Pf3D7_09_v3,842275,842614,-,PF3D7_0920500,NA,Pf3D7_09_v3,841536,842655,+,antisense
bowtie_circ_003093,Pf3D7_09_v3,903632,903753,+,PF3D7_0922200,NA,Pf3D7_09_v3,903362,904570,+,sense
bowtie_circ_001850,Pf3D7_09_v3,903714,903828,+,PF3D7_0922200,NA,Pf3D7_09_v3,903362,904570,+,sense
bowtie_circ_004689,Pf3D7_09_v3,913259,913557,-,PF3D7_0922500,NA,Pf3D7_09_v3,913230,914480,+,antisense
bowtie_circ_004828,Pf3D7_09_v3,913503,913614,+,PF3D7_0922500,NA,Pf3D7_09_v3,913230,914480,+,sense
bowtie_circ_000834,Pf3D7_09_v3,913614,913818,+,PF3D7_0922500,NA,Pf3D7_09_v3,913230,914480,+,sense
bowtie_circ_002760,Pf3D7_09_v3,914142,914277,+,PF3D7_0922500,NA,Pf3D7_09_v3,913230,914480,+,sense
bowtie_circ_003150,Pf3D7_09_v3,967259,967784,-,PF3D7_0923900,NA,Pf3D7_09_v3,966795,968069,-,sense
bowtie_circ_001559,Pf3D7_09_v3,967475,967784,-,PF3D7_0923900,NA,Pf3D7_09_v3,966795,968069,-,sense
Pf3D7lncRNA_1082,Pf3D7_09_v3,978077,978403,+,PF3D7_0924100,NA,Pf3D7_09_v3,977869,979965,-,antisense
Pf3D7lncRNA_1083,Pf3D7_09_v3,979200,979525,+,PF3D7_0924100,NA,Pf3D7_09_v3,977869,979965,-,antisense
bowtie_circ_005161,Pf3D7_09_v3,1051312,1051423,-,PF3D7_0926100,NA,Pf3D7_09_v3,1048280,1057816,-,sense
bowtie_circ_000592,Pf3D7_09_v3,1057647,1057770,-,PF3D7_0926100,NA,Pf3D7_09_v3,1048280,1057816,-,sense
Pf3D7lncRNA_1090,Pf3D7_09_v3,1067587,1068256,-,PF3D7_0926300,NA,Pf3D7_09_v3,1064752,1070317,+,antisense
bowtie_circ_000393,Pf3D7_09_v3,1135907,1136188,+,PF3D7_0928000,NA,Pf3D7_09_v3,1135545,1136391,+,sense
Pf3D7lncRNA_1099,Pf3D7_09_v3,1159964,1160449,-,PF3D7_0928900,NA,Pf3D7_09_v3,1159876,1160475,+,antisense
Pf3D7lncRNA_1100,Pf3D7_09_v3,1161494,1162247,-,PF3D7_0929000,NA,Pf3D7_09_v3,1161080,1162539,+,antisense
bowtie_circ_000841,Pf3D7_09_v3,1172762,1172906,+,PF3D7_0929300,NA,Pf3D7_09_v3,1171339,1173483,+,sense
bowtie_circ_004249,Pf3D7_09_v3,1176736,1176913,+,PF3D7_0929400,NA,Pf3D7_09_v3,1175203,1180762,+,sense
bowtie_circ_002995,Pf3D7_09_v3,1179433,1180478,+,PF3D7_0929400,NA,Pf3D7_09_v3,1175203,1180762,+,sense
Pf3D7lncRNA_1104,Pf3D7_09_v3,1196090,1196728,+,PF3D7_0930200,NA,Pf3D7_09_v3,1195693,1198462,-,antisense
bowtie_circ_002464,Pf3D7_09_v3,1202906,1203024,-,PF3D7_0930300,NA,Pf3D7_09_v3,1201812,1206974,+,antisense
bowtie_circ_001562,Pf3D7_09_v3,1203756,1203881,+,PF3D7_0930300,NA,Pf3D7_09_v3,1201812,1206974,+,sense
bowtie_circ_002846,Pf3D7_09_v3,1203808,1203922,+,PF3D7_0930300,NA,Pf3D7_09_v3,1201812,1206974,+,sense
bowtie_circ_001747,Pf3D7_09_v3,1204125,1204314,-,PF3D7_0930300,NA,Pf3D7_09_v3,1201812,1206974,+,antisense
bowtie_circ_002427,Pf3D7_09_v3,1205034,1205166,-,PF3D7_0930300,NA,Pf3D7_09_v3,1201812,1206974,+,antisense
bowtie_circ_000677,Pf3D7_09_v3,1205301,1205463,+,PF3D7_0930300,NA,Pf3D7_09_v3,1201812,1206974,+,sense
bowtie_circ_000975,Pf3D7_09_v3,1206088,1206203,+,PF3D7_0930300,NA,Pf3D7_09_v3,1201812,1206974,+,sense
bowtie_circ_001701,Pf3D7_09_v3,1206325,1206579,-,PF3D7_0930300,NA,Pf3D7_09_v3,1201812,1206974,+,antisense
bowtie_circ_004463,Pf3D7_09_v3,1206383,1206949,+,PF3D7_0930300,NA,Pf3D7_09_v3,1201812,1206974,+,sense
bowtie_circ_002959,Pf3D7_09_v3,1206705,1206855,+,PF3D7_0930300,NA,Pf3D7_09_v3,1201812,1206974,+,sense
Pf3D7lncRNA_1106,Pf3D7_09_v3,1209784,1210325,-,PF3D7_0930400,NA,Pf3D7_09_v3,1207974,1211703,+,antisense
TCONS_00004402,Pf3D7_09_v3,1210134,1211370,-,PF3D7_0930400,NA,Pf3D7_09_v3,1207974,1211703,+,antisense
bowtie_circ_003302,Pf3D7_09_v3,1218532,1218632,-,PF3D7_0930600,NA,Pf3D7_09_v3,1218393,1221000,-,sense
bowtie_circ_003368,Pf3D7_09_v3,1287430,1287532,+,PF3D7_0932200,NA,Pf3D7_09_v3,1287008,1288372,+,sense
bowtie_circ_004852,Pf3D7_09_v3,1287679,1287938,+,PF3D7_0932200,NA,Pf3D7_09_v3,1287008,1288372,+,sense
Pf3D7lncRNA_1115,Pf3D7_09_v3,1294691,1295421,+,PF3D7_0932500,NA,Pf3D7_09_v3,1293832,1296644,-,antisense
bowtie_circ_004287,Pf3D7_09_v3,1297821,1297931,-,PF3D7_0932600,NA,Pf3D7_09_v3,1297285,1298239,-,sense
bowtie_circ_004450,Pf3D7_09_v3,1312487,1312665,+,PF3D7_0933000,NA,Pf3D7_09_v3,1311440,1313725,+,sense
bowtie_circ_005103,Pf3D7_09_v3,1318502,1319012,-,PF3D7_0933200,NA,Pf3D7_09_v3,1317827,1319468,-,sense
bowtie_circ_003694,Pf3D7_09_v3,1327081,1327201,-,PF3D7_0933500,NA,Pf3D7_09_v3,1325248,1329786,-,sense
Pf3D7lncRNA_1138,Pf3D7_09_v3,1415544,1415930,-,PF3D7_0935800,NA,Pf3D7_09_v3,1413840,1419754,+,antisense
bowtie_circ_005767,Pf3D7_09_v3,1421907,1422047,-,PF3D7_0935900,NA,Pf3D7_09_v3,1420483,1422807,-,sense
bowtie_circ_000533,Pf3D7_09_v3,1437136,1437249,-,PF3D7_0936300,NA,Pf3D7_09_v3,1436687,1437981,-,sense
bowtie_circ_003729,Pf3D7_09_v3,1447042,1447365,+,PF3D7_0936600,NA,Pf3D7_09_v3,1446929,1447947,+,sense
bowtie_circ_004975,Pf3D7_09_v3,1459100,1459296,+,PF3D7_0936800,NA,Pf3D7_09_v3,1458392,1459862,+,sense
bowtie_circ_001283,Pf3D7_09_v3,1459118,1459313,+,PF3D7_0936800,NA,Pf3D7_09_v3,1458392,1459862,+,sense
Pf3D7lncRNA_1147,Pf3D7_09_v3,1497168,1498975,+,PF3D7_0937800,NA,Pf3D7_09_v3,1495579,1503336,-,antisense
TCONS_00004140,Pf3D7_09_v3,1497692,1499147,+,PF3D7_0937800,NA,Pf3D7_09_v3,1495579,1503336,-,antisense
Pf3D7lncRNA_1148,Pf3D7_10_v3,33877,34384,-,PF3D7_1000100,NA,Pf3D7_10_v3,28490,36164,+,antisense
TCONS_00002846,Pf3D7_10_v3,58145,58588,-,PF3D7_1000800,NA,Pf3D7_10_v3,57968,58980,+,antisense
Pf3D7lncRNA_1155,Pf3D7_10_v3,60200,60545,-,PF3D7_1000900,NA,Pf3D7_10_v3,60024,61365,+,antisense
bowtie_circ_003637,Pf3D7_10_v3,68013,68123,-,PF3D7_1001100,NA,Pf3D7_10_v3,67807,68961,-,sense
bowtie_circ_001244,Pf3D7_10_v3,68337,68445,-,PF3D7_1001100,NA,Pf3D7_10_v3,67807,68961,-,sense
bowtie_circ_004735,Pf3D7_10_v3,81555,81696,-,PF3D7_1001500,NA,Pf3D7_10_v3,81416,81739,-,sense
bowtie_circ_002592,Pf3D7_10_v3,87031,87136,-,PF3D7_1001600,NA,Pf3D7_10_v3,86538,89009,-,sense
bowtie_circ_005159,Pf3D7_10_v3,87364,87511,-,PF3D7_1001600,NA,Pf3D7_10_v3,86538,89009,-,sense
bowtie_circ_002373,Pf3D7_10_v3,107668,107776,-,PF3D7_1002100,NA,Pf3D7_10_v3,106653,108662,-,sense
bowtie_circ_001236,Pf3D7_10_v3,107722,107830,+,PF3D7_1002100,NA,Pf3D7_10_v3,106653,108662,-,antisense
bowtie_circ_002242,Pf3D7_10_v3,114807,114915,+,PF3D7_1002200,NA,Pf3D7_10_v3,112929,116015,+,sense
bowtie_circ_001708,Pf3D7_10_v3,122253,122993,+,PF3D7_1002400,NA,Pf3D7_10_v3,121115,123291,+,sense
Pf3D7lncRNA_1167,Pf3D7_10_v3,154295,154974,+,PF3D7_1003400,NA,Pf3D7_10_v3,152364,158516,-,antisense
bowtie_circ_000965,Pf3D7_10_v3,155590,155716,-,PF3D7_1003400,NA,Pf3D7_10_v3,152364,158516,-,sense
bowtie_circ_002755,Pf3D7_10_v3,165230,165338,-,PF3D7_1003600,NA,Pf3D7_10_v3,164945,165790,+,antisense
bowtie_circ_001602,Pf3D7_10_v3,179442,179607,-,PF3D7_1004000,NA,Pf3D7_10_v3,179344,180226,-,sense
bowtie_circ_002896,Pf3D7_10_v3,190523,190661,-,PF3D7_1004200,NA,Pf3D7_10_v3,187669,196954,-,sense
bowtie_circ_000086,Pf3D7_10_v3,196609,196726,-,PF3D7_1004200,NA,Pf3D7_10_v3,187669,196954,-,sense
bowtie_circ_003633,Pf3D7_10_v3,199455,199585,-,PF3D7_1004300,NA,Pf3D7_10_v3,199452,202844,-,sense
Pf3D7lncRNA_1175,Pf3D7_10_v3,218424,219515,-,PF3D7_1004600,NA,Pf3D7_10_v3,215717,219759,+,antisense
bowtie_circ_001527,Pf3D7_10_v3,240507,240714,-,PF3D7_1005500,NA,Pf3D7_10_v3,237506,242245,-,sense
bowtie_circ_002674,Pf3D7_10_v3,241362,241485,-,PF3D7_1005500,NA,Pf3D7_10_v3,237506,242245,-,sense
bowtie_circ_003792,Pf3D7_10_v3,278071,278431,+,PF3D7_1006800,NA,Pf3D7_10_v3,277621,279168,+,sense
bowtie_circ_003315,Pf3D7_10_v3,278773,278893,+,PF3D7_1006800,NA,Pf3D7_10_v3,277621,279168,+,sense
bowtie_circ_002305,Pf3D7_10_v3,284881,285506,+,PF3D7_1007000,NA,Pf3D7_10_v3,284577,286302,+,sense
bowtie_circ_002486,Pf3D7_10_v3,302203,302366,-,PF3D7_1007700,NA,Pf3D7_10_v3,301126,305919,-,sense
bowtie_circ_002907,Pf3D7_10_v3,303892,304012,-,PF3D7_1007700,NA,Pf3D7_10_v3,301126,305919,-,sense
bowtie_circ_004990,Pf3D7_10_v3,317674,317795,+,PF3D7_1007900,NA,Pf3D7_10_v3,316649,318280,+,sense
bowtie_circ_005617,Pf3D7_10_v3,324441,324591,-,PF3D7_1008000,NA,Pf3D7_10_v3,321011,328150,+,antisense
bowtie_circ_002777,Pf3D7_10_v3,326253,326375,-,PF3D7_1008000,NA,Pf3D7_10_v3,321011,328150,+,antisense
bowtie_circ_005147,Pf3D7_10_v3,331306,331435,+,PF3D7_1008100,NA,Pf3D7_10_v3,331246,342807,+,sense
bowtie_circ_001146,Pf3D7_10_v3,341449,341557,+,PF3D7_1008100,NA,Pf3D7_10_v3,331246,342807,+,sense
Pf3D7lncRNA_1196,Pf3D7_10_v3,394039,395909,+,PF3D7_1009800,NA,Pf3D7_10_v3,393765,397993,-,antisense
bowtie_circ_004051,Pf3D7_10_v3,423230,424021,+,PF3D7_1010700,NA,Pf3D7_10_v3,422961,424365,+,sense
bowtie_circ_004558,Pf3D7_10_v3,432528,432677,-,PF3D7_1011100,NA,Pf3D7_10_v3,432505,435570,-,sense
bowtie_circ_000816,Pf3D7_10_v3,449519,449744,+,PF3D7_1011700,NA,Pf3D7_10_v3,449154,450323,+,sense
bowtie_circ_005056,Pf3D7_10_v3,457256,457421,-,PF3D7_1011800,NA,Pf3D7_10_v3,455398,458817,+,antisense
bowtie_circ_001552,Pf3D7_10_v3,475424,475589,-,PF3D7_1012400,NA,Pf3D7_10_v3,475327,476563,-,sense
bowtie_circ_000200,Pf3D7_10_v3,497160,497268,-,PF3D7_1012900,NA,Pf3D7_10_v3,496331,497573,-,sense
bowtie_circ_004678,Pf3D7_10_v3,511888,512032,+,PF3D7_1013200,NA,Pf3D7_10_v3,511084,514278,+,sense
bowtie_circ_000159,Pf3D7_10_v3,542855,544472,+,PF3D7_1013800,NA,Pf3D7_10_v3,542359,544779,+,sense
bowtie_circ_001505,Pf3D7_10_v3,582331,582431,-,PF3D7_1014600,NA,Pf3D7_10_v3,581354,589090,-,sense
bowtie_circ_004952,Pf3D7_10_v3,582594,582852,-,PF3D7_1014600,NA,Pf3D7_10_v3,581354,589090,-,sense
bowtie_circ_002644,Pf3D7_10_v3,595740,595935,+,PF3D7_1014700,NA,Pf3D7_10_v3,595308,596222,+,sense
bowtie_circ_001214,Pf3D7_10_v3,601196,601352,-,PF3D7_1014900,NA,Pf3D7_10_v3,600970,607809,-,sense
bowtie_circ_004550,Pf3D7_10_v3,627381,627534,-,PF3D7_1015600,NA,Pf3D7_10_v3,627044,629040,-,sense
Pf3D7lncRNA_1223,Pf3D7_10_v3,637175,637589,-,PF3D7_1015900,NA,Pf3D7_10_v3,637138,639011,+,antisense
bowtie_circ_004762,Pf3D7_10_v3,638453,638702,-,PF3D7_1015900,NA,Pf3D7_10_v3,637138,639011,+,antisense
bowtie_circ_002178,Pf3D7_10_v3,658083,658218,-,PF3D7_1016400,NA,Pf3D7_10_v3,656709,659027,-,sense
bowtie_circ_000786,Pf3D7_10_v3,671108,671267,-,PF3D7_1016700,NA,Pf3D7_10_v3,669202,671853,-,sense
bowtie_circ_000723,Pf3D7_10_v3,675571,675676,-,PF3D7_1016800,NA,Pf3D7_10_v3,675293,676417,-,sense
bowtie_circ_000658,Pf3D7_10_v3,675633,675768,-,PF3D7_1016800,NA,Pf3D7_10_v3,675293,676417,-,sense
bowtie_circ_000359,Pf3D7_10_v3,698432,699480,-,PF3D7_1017400,NA,Pf3D7_10_v3,697970,699823,-,sense
bowtie_circ_005640,Pf3D7_10_v3,699187,699480,-,PF3D7_1017400,NA,Pf3D7_10_v3,697970,699823,-,sense
bowtie_circ_004343,Pf3D7_10_v3,705888,706005,+,PF3D7_1017600,NA,Pf3D7_10_v3,705537,708452,+,sense
